rank,account_id,segment_name,arr,rsam_score,risk_adj_clv,propensity_score,churn_prob_6m,composite_score,final_tier,action_tags,shap_driver_1,shap_driver_2,shap_driver_3,contract_end_days,health_score,nps_score
146,ACC-09123,At-Risk Dormant,984.96,61434.02,151053.88,0.6814,0.12,0.412342,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ➕ Cross-Sell,,,,37,61.52,6
147,ACC-01896,Loyal Mid-Market,13705.9,128447.75,346096.78,0.5333,0.12,0.412288,Tier 4 — Nurture,💰 High Headroom,,,,180,64.91,7
148,ACC-08833,Growth-Stage Expanding,198330.72,0.0,433418.74,0.7674,0.12,0.41227,Tier 4 — Nurture,🔥 Hot Upsell | ⭐ Promoter | ✅ Ready to Expand,,,,362,82.97,10
149,ACC-00413,Growth-Stage Expanding,92835.48,61822.61,292613.09,0.5386,0.12,0.412174,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ⭐ Promoter,,,,32,80.64,9
150,ACC-08262,High-Value Engaged,307288.07,141251.4,1059151.2,0.3325,0.12,0.411608,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,arr_utilization,logins_stddev,arr,319,45.27,9
151,ACC-01156,High-Value Engaged,286423.73,111184.75,1049686.41,0.4167,0.12,0.411568,Tier 4 — Nurture,💰 High Headroom,logins_stddev,login_growth,arr,338,43.86,4
152,ACC-05686,High-Value Engaged,214154.82,141942.24,678958.39,0.3685,0.12,0.411251,Tier 4 — Nurture,💰 High Headroom,logins_stddev,arr_utilization,tenure_months,102,62.29,8
153,ACC-00597,Loyal Mid-Market,18203.3,126224.18,381288.49,0.4843,0.12,0.41117,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,298,78.05,10
154,ACC-08678,Loyal Mid-Market,3181.5,135314.36,316878.53,0.4974,0.12,0.411122,Tier 4 — Nurture,💰 High Headroom,health_score,peak_feature_adoption,avg_feature_adoption,355,75.27,7
155,ACC-07837,Loyal Mid-Market,11821.4,130421.22,319192.39,0.457,0.12,0.410963,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,health_score,num_products,contract_end_days,244,87.27,9
156,ACC-09658,Loyal Mid-Market,48449.2,114880.46,344952.28,0.5141,0.12,0.410265,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,149,76.09,9
157,ACC-04136,Growth-Stage Expanding,44286.21,114173.9,383473.52,0.5302,0.12,0.409793,Tier 4 — Nurture,💰 High Headroom,,,,150,68.35,4
158,ACC-02271,Loyal Mid-Market,7738.33,129605.54,314242.73,0.4824,0.12,0.409482,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,arr,num_products,134,76.12,10
159,ACC-06017,Loyal Mid-Market,33508.6,121866.14,341824.47,0.5737,0.12,0.409259,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,num_products,arr,support_tickets_l90d,358,60.15,10
160,ACC-08447,Loyal Mid-Market,41189.95,120368.02,331732.32,0.5057,0.12,0.409246,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,342,79.99,9
161,ACC-00865,High-Value Engaged,644160.87,0.0,1615555.46,0.4962,0.12,0.407156,Tier 4 — Nurture,📅 Renewal Window,,,,75,26.52,6
162,ACC-04843,At-Risk Dormant,44704.44,0.0,101628.09,0.8258,0.12,0.406898,Tier 4 — Nurture,🔥 Hot Upsell | 📅 Renewal Window | ➕ Cross-Sell,contract_end_days,num_products,arr,46,70.77,5
163,ACC-02481,Loyal Mid-Market,4190.61,135543.46,254129.66,0.4945,0.12,0.406225,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,267,76.89,10
164,ACC-05436,Growth-Stage Expanding,31369.54,98546.1,124719.0,0.6829,0.52,0.40621,Tier 4 — Nurture,⚠️ Churn Risk | 💰 High Headroom | ➕ Cross-Sell,,,,136,58.86,1
165,ACC-02783,Loyal Mid-Market,4406.01,104076.77,286394.51,0.5114,0.12,0.40593,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,103,82.38,9
166,ACC-02283,Loyal Mid-Market,28389.92,121545.91,338655.08,0.4669,0.12,0.405115,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,249,84.34,10
167,ACC-09944,Loyal Mid-Market,2091.5,134897.02,273246.39,0.4861,0.12,0.404846,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,peak_feature_adoption,nps_score,314,77.42,10
168,ACC-04946,Loyal Mid-Market,4649.87,125533.57,343684.26,0.4632,0.12,0.404596,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,112,75.58,10
169,ACC-01471,Loyal Mid-Market,2000.84,72355.67,196301.21,0.6193,0.12,0.403544,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ✅ Ready to Expand,,,,178,86.53,10
170,ACC-09614,Loyal Mid-Market,21076.08,125524.6,266617.77,0.4852,0.12,0.403536,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,145,78.76,10
171,ACC-06696,Loyal Mid-Market,18475.15,122230.24,313679.21,0.4901,0.12,0.403308,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,logins_per_user,login_growth,109,72.15,9
172,ACC-05836,Growth-Stage Expanding,59585.52,31294.56,231925.96,0.6829,0.12,0.402383,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell,,,,32,60.75,10
173,ACC-03421,Loyal Mid-Market,3399.51,108240.42,268531.19,0.5302,0.12,0.402206,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,health_score,num_products,arr,333,82.0,9
174,ACC-04642,High-Value Engaged,340484.5,140861.68,917766.72,0.3722,0.12,0.402206,Tier 4 — Nurture,💰 High Headroom,,,,272,40.45,4
175,ACC-09230,Loyal Mid-Market,9278.09,69223.7,165795.74,0.6814,0.12,0.40211,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ✅ Ready to Expand,,,,358,77.48,10
176,ACC-09491,Loyal Mid-Market,33575.18,120899.46,312656.63,0.5141,0.12,0.401874,Tier 4 — Nurture,💰 High Headroom,,,,318,73.32,7
177,ACC-09855,High-Value Engaged,163348.34,176064.71,325836.54,0.4878,0.52,0.401806,Tier 4 — Nurture,⚠️ Churn Risk | 💰 High Headroom,logins_stddev,arr,logins_per_user,223,40.82,1
178,ACC-03972,Growth-Stage Expanding,67998.14,104077.58,330614.86,0.529,0.12,0.401477,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,129,72.63,10
179,ACC-03291,Loyal Mid-Market,32381.49,90930.49,291180.67,0.5885,0.12,0.401402,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,119,68.34,9
180,ACC-00546,Loyal Mid-Market,16277.78,122054.07,314474.42,0.4903,0.12,0.401197,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,110,70.64,10
181,ACC-06023,Growth-Stage Expanding,51389.92,82164.1,317324.39,0.5969,0.12,0.400934,Tier 4 — Nurture,💰 High Headroom,,,,150,71.29,5
182,ACC-00994,Loyal Mid-Market,32226.69,114581.69,368195.4,0.5271,0.12,0.400792,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,131,62.28,8
183,ACC-09727,Loyal Mid-Market,13175.64,119666.27,350702.67,0.5057,0.12,0.400532,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,95,62.4,10
184,ACC-05377,Loyal Mid-Market,26387.77,115959.58,375797.06,0.4914,0.12,0.400025,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,129,69.41,10
185,ACC-08622,Loyal Mid-Market,8198.73,127137.21,325528.02,0.4665,0.12,0.399858,Tier 4 — Nurture,💰 High Headroom,health_score,avg_storage_gb,peak_feature_adoption,270,78.39,8
186,ACC-07772,Growth-Stage Expanding,70856.81,96725.84,437502.45,0.5057,0.12,0.399796,Tier 4 — Nurture,💰 High Headroom,,,,113,70.96,7
187,ACC-09842,Loyal Mid-Market,27935.01,117391.17,332506.28,0.5084,0.12,0.399505,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,127,67.47,10
188,ACC-06254,Loyal Mid-Market,12778.06,126822.82,292789.54,0.4877,0.12,0.399278,Tier 4 — Nurture,💰 High Headroom,,,,220,74.53,6
189,ACC-06248,Loyal Mid-Market,1567.89,130009.48,306838.43,0.4518,0.12,0.399264,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,num_products,avg_feature_adoption,308,82.29,9
190,ACC-08721,Loyal Mid-Market,2190.84,128654.51,287859.79,0.4605,0.12,0.39892,Tier 4 — Nurture,💰 High Headroom,,,,157,78.42,8
191,ACC-02167,Loyal Mid-Market,530.72,128236.29,245515.74,0.4303,0.12,0.398631,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,peak_feature_adoption,tenure_months,108,86.83,9
192,ACC-08095,High-Value Engaged,301322.25,114548.22,786826.97,0.4973,0.12,0.398558,Tier 4 — Nurture,💰 High Headroom,,,,258,33.9,5
193,ACC-09219,Loyal Mid-Market,4655.6,104543.89,265864.33,0.5057,0.12,0.398426,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,nps_score,num_products,175,84.88,10
194,ACC-05068,Loyal Mid-Market,21898.16,118716.37,342349.49,0.4815,0.12,0.398273,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,137,72.61,10
195,ACC-09776,High-Value Engaged,313490.28,92805.56,1066662.01,0.4767,0.12,0.398202,Tier 4 — Nurture,💰 High Headroom,,,,132,22.44,1
196,ACC-05844,Loyal Mid-Market,5115.0,128180.41,306934.87,0.4913,0.12,0.39817,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,227,70.68,10
197,ACC-09244,Loyal Mid-Market,52859.69,108129.86,361260.5,0.5302,0.12,0.398101,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,176,66.81,9
198,ACC-00335,Loyal Mid-Market,35181.59,50408.19,155659.3,0.7674,0.12,0.397767,Tier 4 — Nurture,🔥 Hot Upsell | ⭐ Promoter | ➕ Cross-Sell,,,,311,64.18,10
199,ACC-06663,High-Value Engaged,363702.61,0.0,821482.97,0.5498,0.12,0.397707,Tier 4 — Nurture,📅 Renewal Window,,,,44,68.18,8
200,ACC-07624,Growth-Stage Expanding,73145.53,97882.27,341143.47,0.4294,0.12,0.397354,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ➕ Cross-Sell,health_score,contract_end_days,tenure_months,40,77.6,7
201,ACC-06151,Loyal Mid-Market,1665.86,130606.0,258018.31,0.4803,0.12,0.397328,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,177,74.38,10
202,ACC-03307,High-Value Engaged,228368.26,0.0,492361.97,0.7397,0.12,0.3973,Tier 4 — Nurture,👀 Monitor,arr_utilization,logins_stddev,arr_per_tenure_month,165,69.21,7
203,ACC-08215,Loyal Mid-Market,53762.48,107821.96,386294.53,0.5079,0.12,0.397286,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,arr,avg_feature_adoption,284,72.72,9
204,ACC-04498,Loyal Mid-Market,3111.8,129275.32,308726.77,0.4834,0.12,0.396872,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,352,72.9,9
205,ACC-01353,Loyal Mid-Market,33421.41,89423.53,324310.62,0.5386,0.12,0.396852,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,167,79.09,8
206,ACC-09150,Growth-Stage Expanding,45601.75,113786.06,313250.22,0.5141,0.12,0.396302,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom,arr,contract_end_days,tenure_months,56,55.2,3
207,ACC-09107,Loyal Mid-Market,30295.77,116022.04,371257.06,0.4973,0.12,0.395715,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,278,70.24,9
208,ACC-01654,High-Value Engaged,247115.74,32228.61,716983.8,0.5386,0.12,0.395705,Tier 4 — Nurture,📅 Renewal Window,,,,48,60.49,8
209,ACC-01958,Growth-Stage Expanding,81691.64,98419.59,343412.1,0.5302,0.12,0.395084,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,283,75.36,7
210,ACC-09847,Loyal Mid-Market,3149.17,127183.61,298201.38,0.4729,0.12,0.394999,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,194,73.69,9
211,ACC-05305,Growth-Stage Expanding,107609.63,86385.52,364193.56,0.5873,0.12,0.394372,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,361,66.62,8
212,ACC-08921,Loyal Mid-Market,43858.12,86510.23,237096.59,0.6555,0.12,0.394121,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,253,58.67,5
213,ACC-06480,Loyal Mid-Market,14897.14,123374.0,287972.69,0.4914,0.12,0.392675,Tier 4 — Nurture,💰 High Headroom,health_score,num_products,arr_utilization,210,70.99,8
214,ACC-02578,Loyal Mid-Market,2020.51,124642.9,321387.24,0.4514,0.12,0.392555,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,184,76.69,10
215,ACC-04850,Loyal Mid-Market,3429.74,123254.92,271274.09,0.4731,0.12,0.392413,Tier 4 — Nurture,💰 High Headroom,,,,92,69.57,5
216,ACC-03572,Growth-Stage Expanding,73606.73,69188.74,376980.09,0.5775,0.12,0.392254,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ⭐ Promoter,,,,59,59.9,9
217,ACC-01616,Loyal Mid-Market,13531.19,121006.08,250598.09,0.4477,0.12,0.391628,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,101,80.38,10
218,ACC-02763,Growth-Stage Expanding,120462.4,78085.41,416420.92,0.5386,0.12,0.391621,Tier 4 — Nurture,💰 High Headroom,,,,305,77.4,8
219,ACC-08231,Loyal Mid-Market,28726.96,111741.12,370835.73,0.5057,0.12,0.391419,Tier 4 — Nurture,💰 High Headroom,,,,129,62.33,8
220,ACC-03888,Loyal Mid-Market,873.15,123941.2,329509.88,0.4517,0.12,0.391322,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,179,75.18,9
221,ACC-00212,Loyal Mid-Market,3076.57,101103.59,275035.65,0.4833,0.12,0.391101,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,arr_utilization,avg_storage_gb,147,85.3,10
222,ACC-06771,Loyal Mid-Market,12923.61,118594.3,297055.17,0.4669,0.12,0.390886,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,97,71.42,9
223,ACC-04061,Loyal Mid-Market,1723.41,126405.64,298796.95,0.4581,0.12,0.39074,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,255,76.42,10
224,ACC-01094,At-Risk Dormant,19117.65,26217.68,104392.16,0.7397,0.12,0.390322,Tier 4 — Nurture,📅 Renewal Window,,,,44,62.25,3
225,ACC-05432,Loyal Mid-Market,15854.2,95811.67,255491.54,0.529,0.12,0.389727,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,119,75.42,10
226,ACC-07614,Loyal Mid-Market,59755.52,102795.85,367149.34,0.4729,0.12,0.389377,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,240,80.32,10
227,ACC-05817,Loyal Mid-Market,20229.62,118629.99,321784.02,0.4669,0.12,0.389135,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,249,75.72,6
228,ACC-00894,High-Value Engaged,175185.23,132634.37,812643.72,0.3271,0.12,0.38871,Tier 4 — Nurture,💰 High Headroom,,,,236,56.81,5
229,ACC-02634,Loyal Mid-Market,2506.64,124970.12,312233.07,0.4678,0.12,0.388203,Tier 4 — Nurture,💰 High Headroom,health_score,num_products,arr,305,72.42,8
230,ACC-04538,Loyal Mid-Market,5438.34,126291.37,255028.7,0.4614,0.12,0.388073,Tier 4 — Nurture,💰 High Headroom,,,,240,77.4,8
231,ACC-09796,Loyal Mid-Market,3000.99,126353.57,267505.22,0.4413,0.12,0.387955,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,293,82.4,9
232,ACC-07068,Loyal Mid-Market,4928.43,101638.37,262580.57,0.5026,0.12,0.387901,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,239,81.89,9
233,ACC-03018,High-Value Engaged,239044.41,123064.11,770084.15,0.4012,0.12,0.387885,Tier 4 — Nurture,💰 High Headroom,logins_stddev,arr_utilization,avg_feature_adoption,150,43.73,4
234,ACC-00286,Loyal Mid-Market,44437.16,106955.0,399675.3,0.503,0.12,0.387718,Tier 4 — Nurture,💰 High Headroom,,,,339,66.8,8
235,ACC-02291,Loyal Mid-Market,1499.86,123099.06,328941.1,0.4668,0.12,0.387575,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,216,70.15,9
236,ACC-01336,Loyal Mid-Market,2724.13,124192.57,279216.72,0.457,0.12,0.387548,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,165,74.87,9
237,ACC-05862,High-Value Engaged,238431.56,125504.35,768632.66,0.4428,0.12,0.38741,Tier 4 — Nurture,💰 High Headroom,,,,332,35.49,0
238,ACC-05916,Loyal Mid-Market,4126.38,120848.68,329934.16,0.4442,0.12,0.387323,Tier 4 — Nurture,💰 High Headroom,health_score,num_products,arr_utilization,171,75.81,5
239,ACC-08075,Loyal Mid-Market,1503.39,123564.42,262308.84,0.4605,0.12,0.387134,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,117,72.48,10
240,ACC-08912,Loyal Mid-Market,7229.14,122071.15,290149.88,0.4506,0.12,0.386972,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,176,76.99,9
241,ACC-02240,Loyal Mid-Market,4541.09,123615.52,300740.84,0.4639,0.12,0.386964,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,233,73.2,9
242,ACC-03872,Loyal Mid-Market,19135.28,116186.55,303662.21,0.4632,0.12,0.386961,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,125,73.31,10
243,ACC-06078,Loyal Mid-Market,14155.14,99293.17,242930.63,0.5557,0.12,0.386897,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,357,72.18,9
244,ACC-06464,Loyal Mid-Market,24456.98,117448.5,293460.49,0.4914,0.12,0.386476,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,health_score,num_products,arr,220,69.96,8
245,ACC-03067,Loyal Mid-Market,26199.19,113872.2,369788.47,0.4869,0.12,0.38623,Tier 4 — Nurture,💰 High Headroom,,,,333,68.12,8
246,ACC-05996,At-Risk Dormant,17149.5,46759.68,168720.24,0.6746,0.12,0.386169,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,45,57.38,5
247,ACC-08250,Growth-Stage Expanding,109293.59,84622.52,369733.38,0.5068,0.12,0.386162,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom,,,,65,66.49,7
248,ACC-02251,At-Risk Dormant,3383.42,14602.57,32710.5,0.6753,0.12,0.386063,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell | ✅ Ready to Expand,,,,31,78.95,6
249,ACC-07560,At-Risk Dormant,784.36,62553.97,135628.46,0.6341,0.12,0.385863,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ⭐ Promoter,health_score,max_storage_gb,num_products,81,72.86,9
250,ACC-09240,Loyal Mid-Market,6046.87,122107.08,317650.92,0.45,0.12,0.385841,Tier 4 — Nurture,💰 High Headroom,,,,291,76.54,8
251,ACC-00287,Growth-Stage Expanding,99905.57,83767.3,441794.43,0.5386,0.12,0.385786,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,num_products,logins_stddev,peak_feature_adoption,321,67.03,7
252,ACC-08323,Growth-Stage Expanding,99091.05,86085.68,426400.29,0.489,0.12,0.385346,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom | ➕ Cross-Sell,,,,65,64.3,8
253,ACC-05860,Loyal Mid-Market,38514.08,108686.6,295775.23,0.4901,0.12,0.384866,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,107,68.57,10
254,ACC-03723,Loyal Mid-Market,1775.72,120695.07,323322.91,0.4503,0.12,0.384793,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,160,72.48,9
255,ACC-06844,Loyal Mid-Market,32332.57,110572.7,377269.97,0.4729,0.12,0.384496,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,tenure_months,arr,num_products,314,71.77,9
256,ACC-01908,Growth-Stage Expanding,101522.08,49018.74,351061.15,0.5824,0.12,0.384349,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,35,54.08,3
257,ACC-02262,Loyal Mid-Market,3398.03,125764.64,263319.63,0.466,0.12,0.383996,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,348,74.3,9
258,ACC-00378,Loyal Mid-Market,24386.51,113456.05,363904.33,0.5122,0.12,0.383592,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,peak_feature_adoption,logins_per_user,arr,333,60.22,7
259,ACC-01188,Loyal Mid-Market,1866.29,123064.5,311494.05,0.4503,0.12,0.383545,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,health_score,num_users,num_products,329,75.17,9
260,ACC-04420,Loyal Mid-Market,4301.19,121026.5,306969.25,0.4222,0.12,0.383319,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,,,,267,83.34,9
261,ACC-03639,Loyal Mid-Market,2353.17,100665.11,220596.5,0.4877,0.12,0.383243,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,134,82.74,9
262,ACC-05317,Growth-Stage Expanding,124673.29,74792.55,365687.39,0.5969,0.12,0.383208,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,306,62.48,7
263,ACC-01766,Growth-Stage Expanding,57795.5,76792.71,345443.1,0.5229,0.12,0.383012,Tier 4 — Nurture,📅 Renewal Window | 💰 High Headroom,,,,68,68.13,7
264,ACC-05707,Loyal Mid-Market,765.3,121017.92,287570.78,0.4592,0.12,0.382981,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,125,69.67,9
265,ACC-05659,High-Value Engaged,250108.97,114907.08,840510.29,0.387,0.12,0.382972,Tier 4 — Nurture,💰 High Headroom,,,,171,43.58,3
266,ACC-08637,Loyal Mid-Market,41236.47,105704.08,357751.26,0.4729,0.12,0.382892,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,153,71.34,9
267,ACC-02157,High-Value Engaged,421944.14,57080.06,1264623.94,0.3665,0.12,0.382861,Tier 4 — Nurture,📅 Renewal Window | ➕ Cross-Sell,,,,57,32.57,2
268,ACC-02903,High-Value Engaged,470327.46,68367.21,517146.87,0.5545,0.52,0.382836,Tier 4 — Nurture,📅 Renewal Window | ⚠️ Churn Risk | 💰 High Headroom | ➕ Cross-Sell,,,,47,40.85,3
269,ACC-01743,High-Value Engaged,216567.12,47913.41,585736.19,0.4775,0.12,0.382624,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter,,,,47,68.23,10
270,ACC-04432,Loyal Mid-Market,1048.21,103490.86,188588.51,0.5557,0.12,0.382505,Tier 4 — Nurture,💰 High Headroom | ➕ Cross-Sell,,,,178,67.59,7
271,ACC-03727,Loyal Mid-Market,437.87,101209.57,222133.52,0.5557,0.12,0.382313,Tier 4 — Nurture,💰 High Headroom,,,,147,64.29,6
272,ACC-00129,Growth-Stage Expanding,96299.81,52812.8,393657.29,0.6542,0.12,0.3823,Tier 4 — Nurture,⭐ Promoter | ➕ Cross-Sell,login_growth,num_products,arr,279,58.06,9
273,ACC-01390,High-Value Engaged,372026.94,104568.79,457531.91,0.6003,0.52,0.382112,Tier 4 — Nurture,⚠️ Churn Risk | 💰 High Headroom,logins_stddev,arr_utilization,health_score,358,33.01,0
274,ACC-09787,Loyal Mid-Market,26791.81,88663.62,303108.93,0.5302,0.12,0.381942,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter | ➕ Cross-Sell,health_score,num_products,arr,206,73.94,9
275,ACC-02439,Loyal Mid-Market,24694.34,117461.93,275214.52,0.4944,0.12,0.381767,Tier 4 — Nurture,💰 High Headroom,,,,337,69.31,8
276,ACC-00423,High-Value Engaged,497549.87,0.0,1196773.28,0.4953,0.12,0.381678,Tier 4 — Nurture,👀 Monitor,arr_utilization,logins_stddev,arr,282,59.21,7
277,ACC-08638,Loyal Mid-Market,56517.9,99436.58,379697.13,0.5256,0.12,0.381607,Tier 4 — Nurture,💰 High Headroom | ⭐ Promoter,,,,181,59.72,9
278,ACC-06042,Growth-Stage Expanding,81640.71,14818.47,251822.79,0.7224,0.12,0.381601,Tier 4 — Nurture,⭐ Promoter | ✅ Ready to Expand,,,,241,77.16,10
279,ACC-07968,At-Risk Dormant,2542.37,38686.96,91913.92,0.6341,0.12,0.381593,Tier 4 — Nurture,📅 Renewal Window | ⭐ Promoter | ➕ Cross-Sell | ✅ Ready to Expand,,,,45,77.24,10
